Grade	ID	BusinessName	count_3	count_2	count_1	LICSTATUS	EXPDTTM	LICENSENO	Address	City	State	ZIP
C	745	Chili Hotpot	0	3	12	Active	12/31/2015 23:59	130829	203   Adams ST	Dorchester	MA	2122
B	746	Chili Mango & Lime Inc.	2	0	1	Active	12/31/2015 23:59	137355	1   Citywide ST	Boston	MA	2128
A	747	Chill	0	0	2	Active	12/31/2015 23:59	30575	354   Chestnut Hill AV	Brighton	MA	2135
F	748	Chilli Hot Dog Grill & Chicken	14	2	52	Inactive	12/31/2013 23:59	77957	2360   Washington ST	Roxbury	MA	2119
A	749	Chilton Club	1	0	7	Active	12/31/2015 23:59	18352	150  Commonwealth Av	Boston	MA	2116
C	750	China Garden	3	3	24	Active	12/31/2014 23:59	94721	525   Washington ST	Brighton	MA	2135
B	751	China King Restaurant	2	1	16	Active	12/31/2015 23:59	78330	60   Beach ST	Boston	MA	2111
B	752	China Pagoda Restaurant	3	1	17	Inactive	12/31/2013 23:59	18418	1616   DORCHESTER  AV	DORCHESTER	MA	2122
A	753	China Pagoda Restaurant	1	0	12	Active	12/31/2014 23:59	125052	1616   Dorchester AV	Dorchester	MA	2122
F	754	China Pearl Restaurant	21	10	154	Active	12/31/2015 23:59	18493	9   Tyler ST	Boston	MA	2111
C	755	China Sky Restaurant	5	2	14	Active	12/31/2015 23:59	18025	782   Adams ST	Dorchester	MA	2124
D	756	China Station Restaurant	7	0	12	Active	12/31/2015 23:59	78594	530   Washington ST	Dorchester	MA	2124
A	757	Chinatown Cafe	1	0	15	Inactive	12/31/2010 0:00	18595	262   HARRISON  AV	BOSTON	MA	2111
B	758	Chinatown Cafe	0	0	23	Active	12/31/2015 23:59	67821	262   Harrison AV	Boston	MA	2111
F	759	Chinese Noodle	19	7	76	Active	12/31/2015 23:59	25123	49   WARREN ST	ROXBURY	MA	2119
B	760	Chipotle Mexican Grill	1	1	10	Active	12/31/2015 23:59	30092	144   Brookline AV	Boston	MA	2115
B	761	Chipotle Mexican Grill	2	0	3	Active	12/31/2015 23:59	27303	1924   Beacon ST	Brighton	MA	2135
A	762	Chipotle Mexican Grill	0	0	2	Active	12/31/2015 23:59	129319	553  Boylston St	Boston	MA	2116
D	763	Chipotle Mexican Grill No. 1520	6	1	23	Active	12/31/2015 23:59	68242	101   Summer ST	Boston	MA	2110
F	764	Chipotle Mexican Grille	13	1	10	Active	12/31/2015 23:59	75760	283   Washington ST	Boston	MA	2108
A	765	Choat Hall & Stewart	1	0	2	Active	12/31/2015 23:59	76230	150   Oliver ST	Boston	MA	2110
D	766	Choice's by Au Bon Pain	7	4	26	Active	12/31/2015 23:59	20546	100   HUNTINGTON  AV	BOSTON	MA	2116
B	767	Chopped & Topped 3rd Fl.	3	0	3	Active	12/31/2014 23:59	34378	800  Washington St	Boston	MA	2111
C	768	Chubby Chickpea Mobile	5	3	36	Active	12/31/2015 23:59	77929	1   Citywide ST	Boston	MA	2128
B	769	Chubby Dogs @ Ramsay Park	2	0	10	Active	12/31/2014 23:59	79546				
F	770	Chung Wah Restaurant	14	0	32	Inactive	12/31/2013 23:59	34275	196   Border ST	East Boston	MA	2128
D	771	Church	7	5	31	Active	12/31/2015 23:59	28284	69   Kilmarnock ST	Boston	MA	2215
C	772	Chutney's	5	1	18	Active	12/31/2015 23:59	77712	350   Longwood AV	Boston	MA	2215
C	773	Cigar Masters	2	2	20	Active	12/31/2014 23:59	23767	745  Boylston St	Boston	MA	2116
B	774	Cinque Cento	1	1	6	Active	12/31/2015 23:59	77970	500   Harrison AV	Roxbury	MA	2118
B	775	Cirque Du Soleil	3	0	1	Active	12/31/2014 23:59	79344	6  Tide St	Boston	MA	2210
B	776	Cisco Brew Pub	2	0	11	Active	12/31/2014 23:59	91355	500   Terminal RD	East Boston	MA	2128
C	777	Cisco Brew Pub of Nantucket	2	2	24	Active	12/31/2014 23:59	29189	200   LOGAN AIRPORT TRMNL B	EAST BOSTON	MA	2128
D	778	Citizen Public House & Oyster Bar	6	3	36	Active	12/31/2015 23:59	68543	1310   Boylston ST	Boston	MA	2215
A	779	Citra A Fresh Cafe	1	0	5	Active	12/31/2015 23:59	80224	221   Longwood AV	Boston	MA	2115
A	780	City Bar/M. J. O'Connor's	0	0	10	Active	12/31/2015 23:59	30249	425   Summer ST	Boston	Ma	2210
C	781	City Hall Deli (8th Fl.)	5	1	17	Active	12/31/2015 23:59	24376	1   CITY HALL PLAZA	BOSTON	MA	2201
D	782	Cityside	9	4	19	Active	12/31/2015 23:59	31888	1958   BEACON ST	BRIGHTON	MA	2135
D	783	Clarke's at South Station	1	4	18	Inactive	12/31/2012 23:59	19533	640   Atlantic AV	Boston	MA	2110
B	784	Clay Pot Cafe	4	0	6	Active	12/31/2014 23:59	91913	74   Kneeland ST	Boston	MA	2111
A	785	Clock Tavern	1	0	2	Active	12/31/2015 23:59	18229	342 W BROADWAY	SOUTH BOSTON	MA	2127
A	786	Clover	1	0	4	Active	12/31/2015 23:59	89889	1   Citywide ST	Boston	MA	2128
A	787	Clover Fast Food (Boston Common)	0	0	9	Active	12/31/2015 23:59	74967	1   Citywide ST	Boston	MA	2128
C	788	Clover Fast Food (Longwood)	3	3	13	Active	12/31/2015 23:59	75217	1   City Hall PZ	Boston	MA	2201
F	789	Clover Fast Food Inc.	12	2	27	Inactive	12/31/2012 23:59	67372	1   Citywide ST	Boston	MA	2128
A	790	Clover Fast Food L M A (B.U.)	1	0	4	Active	12/31/2015 23:59	75218				
C	791	Clover Fast Foods No. 5 (Park St.@Bos. Common)	4	2	10	Active	12/31/2015 23:59	78418	1   Citywide ST	Boston	MA	2128
B	792	Club Cafe	1	0	26	Active	12/31/2015 23:59	18340	209   Columbus AV	Boston	MA	2116
D	793	Cobblestones	7	0	15	Active	12/31/2015 23:59	86647	227   Hanover ST	Boston	MA	2113
A	794	Cocobeet	1	0	2	Active	12/31/2015 23:59	112739	100   City Hall PZ	Boston	MA	2108
C	795	Coda Bar & Kitchen	0	3	33	Active	12/31/2015 23:59	26634	329    Columbus AV	BOSTON	MA	2116
A	796	Code 10 Restaurant Cafe	1	0	6	Active	12/31/2015 23:59	125523	2 E Concord ST	Roxbury	MA	2118
A	797	Coffee Cafe	0	0	1	Inactive	12/31/2013 23:59	20030	200   Seaport BL	Boston	MA	2210
A	798	Coffee Corner	1	0	1	Active	12/31/2015 23:59	30507	179   LINCOLN	BOSTON	MA	2111
A	799	Cold Stone Creamery	0	0	19	Active	12/31/2014 23:59	24746	800   BOYLSTON ST	BOSTON	MA	2199
A	800	Cold Stone Creamery No.  21037	1	0	1	Inactive	12/31/2014 23:59	33867	201   BROOKLINE AV	BOSTON	MA	2215
A	801	College Club	0	0	8	Active	12/31/2015 23:59	18350	44   COMMONWEALTH  AV	BOSTON	MA	2116
C	802	Colonnade Hotel	2	3	35	Active	12/31/2015 23:59	18614	120   Huntington AV	Boston	MA	2116
C	803	Columbia Park Cafe @ Sovereign Bank	5	1	12	Active	12/31/2015 23:59	80374	2   William T Morrissey BL	Dorchester	MA	2125
C	804	Comedy Connection @ The Wilbur Theater	4	2	21	Active	12/31/2015 23:59	30417	244   Tremont ST	Boston	MA	2116
F	805	Comella's	11	5	69	Active	12/31/2014 23:59	24754	1882  Centre St	West Roxbury	MA	2132
D	806	Community Workshop Inc.	3	4	26	Active	12/31/2014 23:59	18746	174   Portland ST	Boston	MA	2114
B	807	Compliments Food Co.	3	1	2	Active	12/31/2015 23:59	87031	1   Citywide ST	Boston	MA	2128
A	808	Concession 1	0	0	1	Inactive	12/31/2014 23:59	89905	4   Yawkey WY	Boston	MA	2115
B	809	Concession Kitchen South Side	0	1	6	Active	12/31/2015 23:59	73723	2597   Beacon ST	Brighton	MA	2135
D	810	Connor's Tavern	6	0	13	Inactive	12/31/2012 23:59	18091	203   Blue Hill AV	Roxbury	MA	2125
A	811	Conte 1	0	0	1	Active	12/31/2015 23:59	68144	2597   Beacon ST	Brighton	MA	2135
A	812	Conte 3	0	0	1	Active	12/31/2015 23:59	68146	2597   Beacon ST	Brighton	MA	2135
A	813	Conte 4	1	0	2	Active	12/31/2015 23:59	68147	2597   Beacon ST	Brighton	MA	2135
B	814	Conte 4th Fl W	3	0	4	Active	12/31/2015 23:59	68173	2597   Beacon ST	Brighton	MA	2135
A	815	Conte 6	0	0	2	Active	12/31/2015 23:59	68150	2597   Beacon ST	Brighton	MA	2135
A	816	Conte 8	0	0	1	Active	12/31/2015 23:59	68152	2597   Beacon ST	Brighton	MA	2135
D	817	Coppa	8	1	41	Active	12/31/2015 23:59	37157	253   SHAWMUT AV	BOSTON	MA	2118
D	818	Copperfields	1	4	3	Active	12/31/2015 23:59	18214	96   BROOKLINE  AV	BOSTON	MA	2215
D	819	Cordon Blue Restaurant	7	6	53	Active	12/31/2014 23:59	90349	1231   River ST	Hyde Park	MA	2136
D	820	Cordon Blue Restaurant & Lounge	7	3	38	Inactive	12/31/2012 23:59	37336	1231   River ST	Hyde Park	MA	2136
B	821	Corner Cafe	1	0	38	Active	12/31/2015 23:59	28271	502   Massachusetts AV	Roxbury	MA	2118
B	822	Corner Cafe	4	1	11	Active	12/31/2015 23:59	18748	87   Prince ST	Boston	MA	2113
C	823	Corporate Cafe	4	3	15	Inactive	12/31/2013 23:59	37630	0   Constitution PZ	Charlestown	MA	2129
B	824	Corporate Chefs @ G E Healthcare	3	0	26	Inactive	12/31/2013 23:59	21424	116   Huntington AV	Boston	MA	2116
C	825	Corporate Chefs @ Plaza Cafe (Tufts)	5	0	31	Active	12/31/2015 23:59	37179	274   Tremont ST	Boston	MA	2116
A	826	Corporate Chefs @ Soups On	1	0	3	Active	12/31/2015 23:59	37181	1   Kneeland ST	Boston	MA	2111
F	827	Corporate Chefs @ Tufts Food 4 Thot	15	3	27	Active	12/31/2015 23:59	37177	141   Harrison AV	Boston	MA	2111
F	828	Cosi	12	1	18	Active	12/31/2015 23:59	29858	125   High ST	Boston	MA	2110
D	829	Cosi	9	2	26	Active	12/31/2015 23:59	24332	133   Federal ST	Boston	MA	2110
F	830	Cosi	13	3	34	Active	12/31/2015 23:59	24336	14   Milk ST	Boston	MA	2110
C	831	Cosi	5	3	27	Active	12/31/2015 23:59	24334	53   State ST	Boston	MA	2109
B	832	Cosi (Kiosk)	2	0	6	Active	12/31/2015 23:59	68071	125   High ST	Boston	MA	2110
A	833	Cosi (Pier B) Air Canada	0	0	3	Active	12/31/2015 23:59	24889	200   LOGAN AIRPORT TRMNL B	EAST BOSTON	MA	2128
B	834	Cosi (TRMNL E Logan Airport)	3	0	12	Active	12/31/2015 23:59	78574	500   Terminal RD	East Boston	MA	2128
B	835	Cosi - Southwest (Kiosk)	3	0	3	Inactive	12/31/2013 23:59	68708	500   Terminal RD	East Boston	MA	2128
C	836	Cosi American	3	0	42	Active	12/31/2015 23:59	27647	200   Terminal RD	East Boston	MA	2128
A	837	Cosi Kiosk	0	0	7	Inactive	12/31/2013 23:59	33621	245   SUMMER ST	BOSTON	MA	2110
F	838	Cosi South Station	35	4	80	Active	12/31/2015 23:59	24734	630   Atlantic AV	Boston	MA	2111
B	839	Cosmopolitan Lounge	4	0	6	Active	12/31/2015 23:59	83608	276   Bennington ST	East Boston	MA	2128
F	840	Costello's Tavern Inc	23	5	57	Active	12/31/2015 23:59	18283	717   Centre ST	Jamaica Plain	MA	2130
C	841	Country Kitchen	5	0	39	Active	12/31/2014 23:59	32027	830   Blue Hill AV	Dorchester	MA	2124
B	842	Courtyard Boston Downtown	1	1	4	Active	12/31/2015 23:59	20194	275   Tremont ST	Boston	MA	2116
D	843	Courtyard By Marriott	5	6	47	Active	12/31/2015 23:59	32470	225  William F McClellan Hw	East Boston	MA	2128
C	844	Courtyard By Marriott	0	2	11	Active	12/31/2015 23:59	26348	65R  Boston St	Dorchester	MA	2125
B	845	Crazy Dough Pizza	1	1	16	Active	12/31/2015 23:59	97085	800   Boylston ST	Boston	MA	2199
B	846	Crazy Dough's Pizza	0	1	13	Active	12/31/2015 23:59	67899	2201   Commonwealth AV	Brighton	MA	2135
D	847	Crazy Dough's Pizza	6	3	29	Active	12/31/2015 23:59	33336	8   Park PZ	Boston	MA	2116
D	848	Crispy Dough Pizzeria	9	2	29	Inactive	12/31/2012 23:59	34403	1508   Tremont ST	Mission Hill	MA	2120
F	849	Crispy Dough Pizzeria	10	3	43	Active	12/31/2015 23:59	81174	1512   TREMONT ST	Mission Hill/	MA	2120
F	850	Cristelle's Restaurant	13	3	41	Inactive	12/31/2014 23:59	28998	5268  Washington St	West Roxbury	MA	2132
A	851	Croissant Du Jour	1	0	6	Inactive	12/31/2011 23:59	28445	31   ST JAMES  AV	BOSTON	MA	2116
B	852	Crossroads	2	1	9	Inactive	12/31/2011 23:59	18065	495   BEACON	BOSTON	MA	2115
B	853	Crossroads Irish Pub	0	1	9	Inactive	12/31/2013 23:59	79254	495  Beacon St	Boston	MA	2215
F	854	Crown Fried Chicken	13	4	43	Inactive	12/31/2014 23:59	78063	986   Blue Hill AV	Dorchester	MA	2124
B	855	Crown Fried Chicken	2	0	6	Inactive	12/31/2011 23:59	25065	998   BLUE HILL AV	MATTAPAN	MA	2126
D	856	Crown Fried Chicken and Pizza	6	8	72	Active	12/31/2015 23:59	28275	344   Warren ST	Roxbury	MA	2119
B	857	Crumbs Bakery Shop (Kiosk)	0	1	2	Inactive	12/31/2014 23:59	84969	800   Boylston ST	Boston	MA	2199
B	858	Crush Pizza	2	0	0	Active	12/31/2015 23:59	92316	107   State ST	Boston	MA	2109
B	859	Crystal Restaurant	3	1	22	Active	12/31/2015 23:59	23587	14   LINDEN	ALLSTON	MA	2134
A	860	Crystal/Gorage Lounge	0	0	1	Active	12/31/2015 23:59	78234	20   Linden ST	Allston	MA	2134
B	861	Currito Burrito	2	1	16	Active	12/31/2015 23:59	28764	300   LOGAN AIRPORT TRMNL C	EAST BOSTON	MA	2128
F	862	D & D Restaurant	17	2	63	Inactive	12/31/2014 23:59	28997	3141    Washington ST	JAMAICA PLAIN	MA	2130
A	863	D Coal Pot	1	0	6	Active	12/31/2014 23:59	92507	984   Hyde Park AV	Hyde Park	MA	2136
B	864	D and D Restaurant	4	0	10	Active	12/31/2014 23:59	126242	3141   Washington ST	Jamaica Plain	MA	2130
C	865	D'ANGELO	1	2	17	Active	12/31/2015 23:59	19152	1345   HYDE PARK  AV	HYDE PARK	MA	2136
D	866	D'ANGELO SANDWICH SHOP	2	4	31	Active	12/31/2015 23:59	20436	818   HARRISON  AV	BOSTON	MA	2115
C	867	D'ANGELO'S	3	2	42	Active	12/31/2015 23:59	18713	267   OLD COLONY  AV	SOUTH BOSTON	MA	2127
D	868	D'ANGELO'S	7	1	37	Active	12/31/2015 23:59	21894	700   Atlantic AV	Boston	MA	2110
C	869	D'ANGELO'S INC.	4	3	10	Inactive	12/31/2013 23:59	19831	50   Franklin ST	Boston	MA	2110
D	870	D'ANGELO'S SANDWICH SHOP	5	6	31	Active	12/31/2015 23:59	19913	8   Park PZ	Boston	MA	2116
A	871	D'ANGELO/PAPA GINO'S	0	0	9	Inactive	12/31/2014 23:59	19880	200  Brookline Av	Boston	MA	2215
B	872	D'ANGELOS SANDWICH SHOP	0	1	20	Inactive	12/31/2014 23:59	18265	875   WM T MORRISSEY  BL	DORCHESTER	MA	2122
C	873	D'BENNY'S SUBS	5	2	32	Active	12/31/2014 23:59	24587	1433   DORCHESTER  AV	DORCHESTER	MA	2124
A	874	D'Cache Restaurant	1	0	12	Inactive	12/31/2010 0:00	67893	112   Stoughton ST	Dorchester	MA	2124
B	875	D'EDDY RESTAURANT INC.	3	0	29	Inactive	12/31/2012 23:59	76056	156   Bunker Hill ST	Charlestown	MA	2129
A	876	D'NANO RESTAURANT	0	0	7	Inactive	12/31/2011 23:59	74724	202   Humboldt AV	Dorchester	MA	2121
F	877	D'RAFAS RESTAURANT	14	3	42	Active	12/31/2015 23:59	91216	156   Bunker Hill ST	Charlestown	MA	2129
B	878	DACOOPA SUB & PIZZA	1	0	34	Active	12/31/2015 23:59	18874	474   Saratoga ST	East Boston	MA	2128
B	879	DAIRY QUEEN/ORANGE JULIUS	0	1	4	Inactive	12/31/2011 23:59	23395	350   Longwood AV	Boston	MA	2215
A	880	DAVID P. EHRLICH COMPANY	0	0	2	Inactive	12/31/2013 23:59	21165	40   North ST	Boston	MA	2109
B	881	DAVIO'S	1	1	8	Active	12/31/2015 23:59	22316	75   Arlington ST	Boston	MA	2117
F	882	DAYIB CAFE	17	9	98	Active	12/31/2015 23:59	22700	722   Shawmut AV	Roxbury	MA	2119
D	883	DBAR	8	2	42	Active	12/31/2014 23:59	24041	1236   Dorchester AV	Dorchester	MA	2125
A	884	DD1/B14	0	0	6	Active	12/31/2014 23:59	31656	4   YAWKEY WA	BOSTON	MA	2115
A	885	DD2	0	0	3	Active	12/31/2014 23:59	31657	4   YAWKEY WA	BOSTON	MA	2115
A	886	DE HOT SPOT	0	0	5	Inactive	12/31/2010 0:00	24638	616    Blue Hill AV	DORCHESTER	MA	2121
D	887	DEEP ELLUM	8	4	19	Active	12/31/2015 23:59	24711	465  Cambridge St	Allston	MA	2134
A	888	DELI OF COURSE	1	0	10	Active	12/31/2015 23:59	21685	451   D ST	Boston	MA	2127
B	889	DELICATO CAFE	3	0	30	Inactive	12/31/2012 23:59	20473	10   City Hall AV	Boston	MA	2108
B	890	DELTA SATELLITE CROWN RM	1	1	7	Active	12/31/2015 23:59	23644	100   LOGAN AIRPORT TRMNL A	EAST BOSTON	MA	2128
C	891	DELUX CAFE	2	3	38	Inactive	12/31/2014 23:59	19988	100   Chandler ST	Boston	MA	2116
D	892	DEM & TED INC.  PIZZA SHUTTLE	3	4	23	Active	12/31/2015 23:59	19661	239   Meridian ST	East Boston	MA	2128
A	893	DEMPSEY'S BAR & GRILLE	1	0	9	Active	12/31/2015 23:59	21470	1185   River ST	Hyde Park	MA	2136
B	894	DENO'S SUBS & PIZZA	1	0	39	Active	12/31/2015 23:59	18296	2040   Centre ST	West Roxbury	MA	2132
F	895	DERNA'S RESTAURANT	16	4	39	Active	12/31/2015 23:59	20740	753   South ST	Roslindale	MA	2131
C	896	DERNE ST DELI	3	2	24	Inactive	12/31/2012 23:59	18400	16   Derne ST	Boston	MA	2114
B	897	DESTINO'S PIZZA	2	1	19	Active	12/31/2015 23:59	78915	1505   Hyde Park AV	Hyde Park	MA	2136
C	898	DEVLIN'S RESTAURANT	5	3	26	Active	12/31/2015 23:59	21647	332   Washington ST	Brighton	MA	2135
F	899	DICK'S LAST RESORT	10	7	78	Active	12/31/2015 23:59	26088	100-199   Faneuil Hall Market PL	Boston	MA	2109
D	900	DILLON'S	6	5	42	Active	12/31/2015 23:59	23110	955    Boylston ST	BOSTON	MA	2115
B	901	DIM SUM CHEF  INC.	3	1	17	Active	12/31/2015 23:59	23322	1   Brighton AV	Allston	MA	2134
C	902	DIMELOS CAFE	0	2	15	Active	12/31/2014 23:59	118780	116   Washington ST	Dorchester	MA	2121
D	903	DIMITRIOS HOUSE OF PIZZA	8	3	52	Active	12/31/2015 23:59	20336	1750   Dorchester AV	Dorchester	MA	2124
F	904	DING HO FAST FOOD	11	5	27	Active	12/31/2015 23:59	22819	88   Harrison AV	Boston	MA	2111
B	905	DINO'S CAFE	2	0	11	Active	12/31/2015 23:59	21241	141   Salem ST	Boston	MA	2113
B	906	DOGWOOD CAFE	1	1	39	Active	12/31/2015 23:59	20239	3712   Washington ST	Jamaica Plain	MA	2130
D	907	DOLCE VITA	1	6	30	Active	12/31/2015 23:59	21662	215   Hanover ST	Boston	MA	2113
A	908	DOLCE VITA (1696 Comm. Ave.)	1	0	8	Active	12/31/2015 23:59	77591	1696   Commonwealth AV	Brighton	MA	2135
B	909	DOMINO'S PIZZA (277 MAIN ST. CHASN.)	4	0	5	Active	12/31/2015 23:59	80451	277   Main ST	Charlestown	MA	2129
C	910	DONNA'S RESTAURANT	5	0	27	Active	12/31/2015 23:59	19656	978   Saratoga ST	East Boston	MA	2128
C	911	DONOHUE CAFETERIA	3	2	19	Active	12/31/2015 23:59	26014	41   Temple ST	Boston	MA	2114
F	912	DOUZO JAPANESE RESTAURANT	18	3	49	Active	12/31/2015 23:59	24397	131  Dartmouth St	Boston	MA	2116
D	913	DOYLES CAFE	5	6	103	Active	12/31/2015 23:59	24467	3484   Washington ST	Jamaica Plain	MA	2130
C	914	DRAGON CHEF CHINESE REST.	5	0	17	Active	12/31/2015 23:59	21347	411  Washington St	Brighton	MA	2135
B	915	DRY DOCK CAFE	2	1	18	Active	12/31/2015 23:59	21751	7  Dry Dock Av	Boston	MA	2210
F	916	DUBLIN HOUSE	10	8	45	Active	12/31/2015 23:59	18900	9   Stoughton ST	Dorchester	MA	2125
A	917	DUNKIN DONUT	0	0	6	Active	12/31/2015 23:59	20303	16   KNEELAND	BOSTON	MA	2109
A	918	DUNKIN DONUT	0	0	4	Active	12/31/2015 23:59	20349	326   Congress ST	Boston	MA	2210
B	919	DUNKIN DONUTS (ALLSTON)	4	1	4	Active	12/31/2015 23:59	23683	509  Cambridge St	Allston	MA	2134
B	920	DUNKIN DONUTS (BAY ROAD)	3	0	20	Active	12/31/2015 23:59	24233	684   Centre ST	Jamaica Plain	MA	2130
C	921	DUNKIN DONUTS (CARNEY)	2	3	6	Active	12/31/2015 23:59	22264	2100   DORCHESTER  AV	DORCHESTER	MA	2124
A	922	DUNKIN DONUTS (CITY PLACE)	1	0	4	Active	12/31/2015 23:59	19360	8   Park PZ	Boston	MA	2116
D	923	DUNKIN DONUTS (WEST ROXBURY)	7	1	21	Active	12/31/2015 23:59	20868	5305   Washington ST	West Roxbury	MA	2132
A	924	DUNKIN DONUTS (WTC)	0	0	2	Active	12/31/2015 23:59	22557	200   SEAPORT LA	BOSTON	MA	2210
B	925	DUNKIN DONUTS @ HAYDEN HALL	3	0	5	Active	12/31/2015 23:59	23533	330   HUNTINGTON  AV	BOSTON	MA	2116
A	926	DUNKIN DONUTS BLUE HILL AVE	1	0	8	Active	12/31/2015 23:59	21597	456   Blue Hill AV	Dorchester	MA	2121
C	927	DUNKIN DONUTS'	5	1	5	Active	12/31/2015 23:59	22781	20   North ST	Boston	MA	2109
C	928	DUNKIN DONUTS'	2	2	24	Active	12/31/2015 23:59	23148	333   Newbury ST	Boston	MA	2115
B	929	DUNKIN DONUTS'	0	1	26	Active	12/31/2015 23:59	23034	800   Boylston ST	Boston	MA	2199
D	930	DUNKIN DONUTS'	9	1	22	Active	12/31/2015 23:59	24441	9   MELNEA CASS  BL	ROXBURY	MA	2119
A	931	DUNKIN DONUTS(ARRIVAL)	1	0	10	Active	12/31/2015 23:59	23670	100   LOGAN AIRPORT TRMNL A	EAST BOSTON	MA	2128
B	932	DUNKIN DONUTS(DEPARTURE)	2	0	19	Active	12/31/2015 23:59	23672	100   LOGAN AIRPORT TRMNL A	EAST BOSTON	MA	2128
B	933	DUNKIN DONUTS(FRANKLIN)	2	0	1	Active	12/31/2015 23:59	21067	265   Franklin ST	Boston	MA	2110
D	934	DUNKIN DONUTS(SATELLITE)	8	0	10	Active	12/31/2015 23:59	23668	100   LOGAN AIRPORT TRMNL A	EAST BOSTON	MA	2128
C	935	DUNKIN DONUTS(STATION DONUTS)	4	3	9	Active	12/31/2015 23:59	21146	4610   Washington ST	Roslindale	MA	2131
A	936	DUNKIN DONUTS(WOLCOTT SQ. LLC)	0	0	3	Active	12/31/2015 23:59	23629	942   HYDE PARK  AV	HYDE PARK	MA	2134
A	937	DUNKIN DONUTS-U S AIR	0	0	7	Active	12/31/2015 23:59	25852	200   LOGAN AIRPORT TRMNL B	EAST BOSTON	MA	2128
A	938	DUNKIN DONUTS/BASKIN ROBBINS	0	0	5	Active	12/31/2015 23:59	19731	1631   TREMONT	ROXBURY	MA	2119
B	939	DUNKIN DONUTS/BEE FINE FOODS	3	0	12	Active	12/31/2015 23:59	21609	50   SUDBURY	BOSTON	MA	2114
D	940	DUNKIN DONUTS/D.J. DONUTS	6	0	3	Inactive	12/31/2013 23:59	22766	125   Nashua ST	Boston	MA	2114
A	941	DUNKIN DONUTS/FIRST DONUTS INC	0	0	11	Active	12/31/2015 23:59	20684	1   ACCOLON  WA	BOSTON	MA	2114
C	942	DUNKIN DONUTS/GALLERIA	2	3	15	Active	12/31/2015 23:59	20541	340  Longwood Av	Boston	MA	2115
B	943	DUNKIN DONUTS/GALLIVAN	2	1	21	Active	12/31/2015 23:59	21510	719   GALLIVAN  BL	DORCHESTER	MA	2122
B	944	DUNKIN DONUTS/HYDE PK AVE	3	0	6	Active	12/31/2015 23:59	21243	1800   Hyde Park AV	Hyde Park	MA	2136
B	945	DUNKIN DONUTS/PLAZA ENT	2	0	16	Active	12/31/2015 23:59	21102	66   CORNHILL	BOSTON	MA	2114
D	946	DUNKIN DONUTS/SCNVANOS	3	4	24	Active	12/31/2015 23:59	23314	440   MASSACHUSETTS  AV	BOSTON	MA	2118
B	947	DUNKIN DONUTS/WALDWIN GROUP	2	0	10	Active	12/31/2015 23:59	25384	500   LOGAN AIRPORT TRMNL E	EAST BOSTON	MA	2128
B	948	DUNKIN' DONUTS	2	0	3	Active	12/31/2015 23:59	24554	16   Tremont ST	CHARLESTOWN	MA	2109
A	949	DUNKIN' DONUTS (BRIGHTON)	0	0	2	Active	12/31/2015 23:59	20393	350   Washington ST	Brighton	MA	2135
B	950	DUNKIN' DONUTS (LEGION DONUTS)	1	1	7	Active	12/31/2015 23:59	21027	684   American Legion HW	Roslindale	MA	2131
C	951	DUNKIN' DONUTS No. 0311	2	3	27	Active	12/31/2015 23:59	20398	818   Harrison AV	Roxbury	MA	2118
B	952	DUNKIN' DONUTS(RMG DONUTS LLC)	0	1	23	Active	12/31/2015 23:59	24534	13   Maverick SQ	East Boston	MA	2128
B	953	DUNKIN' DONUTS(RMG DONUTS LLC)	1	1	22	Active	12/31/2015 23:59	24536	951   Bennington ST	East Boston	MA	2128
C	954	DUNKIN' DONUTS-WATERMARK	3	2	7	Active	12/31/2015 23:59	21291	111   State ST	Boston	MA	2109
A	955	DUNKIN' DONUTS/BASKIN ROBINS	1	0	2	Active	12/31/2015 23:59	19722	80   Boylston ST	Boston	MA	2116
B	956	DUNKIN' DONUTS/WATERMARK	2	0	11	Active	12/31/2015 23:59	24363	1   Summer ST	Boston	MA	2111
B	957	DUNKIN'DONUTS/WATERMARK	2	0	11	Active	12/31/2015 23:59	21108	101   Summer ST	Boston	MA	2110
C	958	DUNKIN/DONUT/WATERMARK	2	2	4	Active	12/31/2015 23:59	21213	630   Washington ST	Boston	MA	2111
B	959	Da Vinci	2	1	27	Active	12/31/2015 23:59	28508	162   COLUMBUS  AV	BOSTON	MA	2116
D	960	Daily Catch	8	3	48	Active	12/31/2015 23:59	18578	319   Hanover ST	Boston	MA	2113
D	961	Daisy Buchanans'	2	4	21	Active	12/31/2014 23:59	18760	240   Newbury ST	Boston	MA	2116
C	962	Damiano	3	2	27	Active	12/31/2014 23:59	29380	307   Hanover ST	Boston	MA	2113
B	963	Dana Farber Cafe	1	1	15	Inactive	12/31/2011 23:59	18098	44   Binney ST	Boston	MA	2115
B	964	Dana Farber Cancer Institute Cafeteria	4	0	10	Active	12/31/2015 23:59	68625	450   Brookline AV	Boston	MA	2215
B	965	Darbar Indo-Pak Rest.	4	0	14	Active	12/31/2015 23:59	33674	130   North Beacon ST	Brighton	Ma	2135
D	966	Darryls Corner Bar & Kitchen	6	11	119	Active	12/31/2015 23:59	29334	604   Columbus AV	Roxbury	MA	2118
B	967	Dash Cafe	4	1	10	Active	12/31/2015 23:59	79181	1   Henshaw ST	Brighton	MA	2135
B	968	Davide's	0	1	9	Inactive	12/31/2014 23:59	18348	326   Commercial ST	Boston	MA	2109
