Grade	ID	BusinessName	count_3	count_2	count_1	LICSTATUS	EXPDTTM	LICENSENO	Address	City	State	ZIP
A	2564	Rocca Kitchen and Bar	0	0	2	Inactive	12/31/2010 0:00	26323	500    Harrison AV	BOSTON	MA	2118
A	2565	Rock City Pizza	0	0	8	Active	12/31/2015 23:59	112567	568   Cambridge ST	Allston	MA	2134
D	2566	Rod Dee 2 Thai Cuisine	6	1	16	Active	12/31/2015 23:59	76070	94   Peterborough ST	Boston	MA	2115
D	2567	Roka	8	1	11	Active	12/31/2015 23:59	78378	797   Massachusetts AV	Roxbury	MA	2118
A	2568	Roly Poly	1	0	0	Inactive	12/31/2011 23:59	34706	181   Devonshire ST	Boston	MA	2110
F	2569	Rome Pizza	13	7	56	Active	12/31/2014 23:59	20400	416   Tremont ST	Roxbury	MA	2116
D	2570	Rondo's Sub Shop	8	0	16	Active	12/31/2015 23:59	18846	134 W Broadway	South Boston	MA	2127
B	2571	Roost Bistro on Newbury	3	0	6	Active	12/31/2015 23:59	76245	257   Newbury ST	Boston	MA	2116
C	2572	Root	5	3	9	Active	12/31/2015 23:59	129889	487   Cambridge ST	Allston	MA	2134
B	2573	Ropes & Gray	2	0	1	Inactive	12/31/2011 23:59	68662	90   Oliver ST	Boston	MA	2110
B	2574	Ropes & Gray L L P	0	1	19	Active	12/31/2015 23:59	73849	800   BOYLSTON ST	BOSTON	MA	2199
B	2575	Rosa Mexicano	2	0	11	Active	12/31/2015 23:59	77917	155   SEAPORT BL	South Boston/	MA	2127
F	2576	Rosticeria Cancun	13	4	56	Active	12/31/2015 23:59	27656	143   Meridian ST	East Boston	MA	2128
A	2577	Row 34	0	0	6	Active	12/31/2015 23:59	90328	381   Congress ST	Boston	MA	2110
F	2578	Rox Diner	19	2	51	Active	12/31/2015 23:59	27442	1881   Centre ST	West Roxbury	MA	2132
F	2579	Roxy's Gourmet Grilled Cheese	15	0	21	Active	12/31/2015 23:59	74860	1   Citywide ST	Boston	MA	2128
A	2580	Roxy's Gourmet Grilled Cheese No. 2	0	0	3	Active	12/31/2015 23:59	80632	1   Citywide ST	Boston	MA	2128
A	2581	Royal Fried Chicken	1	0	12	Inactive	12/31/2010 0:00	34782	114   Washington ST	Dorchester	MA	2121
A	2582	Royal Fried Chicken	0	0	5	Inactive	12/31/2011 23:59	75618	116   Washington ST	Dorchester	MA	2121
C	2583	Royal Fried Chicken	5	0	15	Active	12/31/2015 23:59	125207	2360   Washington ST	Roxbury	MA	2119
A	2584	Royal Fried Chicken	1	0	5	Inactive	12/31/2010 23:59	37205	3383   Washington ST	Jamaica Plain	MA	2130
A	2585	Royal H Fried Chicken	0	0	7	Inactive	12/31/2010 0:00	68763	3383   Washington ST	Jamaica Plain	MA	2130
A	2586	Royal Palace Restaurant II	0	0	19	Inactive	12/31/2012 23:59	29479	70   Tyler ST	Boston	Ma	2111
B	2587	Royal Rooters	4	0	6	Active	12/31/2014 23:59	79008	41   YAWKEY WA	Fenway/	MA	2115
A	2588	Royale	0	0	3	Active	12/31/2015 23:59	19264	279   Tremont ST	Boston	MA	2116
B	2589	Rudi's Resto Cafe & Bar	2	0	6	Inactive	12/31/2010 0:00	30638	811  Massachusetts Av	Roxbury	MA	2119
B	2590	Rustic Kitchen	2	0	10	Active	12/31/2015 23:59	18586	200   Stuart ST	Boston	MA	2116
B	2591	Rustica Pizza	2	0	10	Active	12/31/2015 23:59	126535	146   Belgrade AV	Roslindale	MA	2131
F	2592	Ruth's Chris Steak House	10	2	20	Active	12/31/2015 23:59	24055	45   School ST	Boston	MA	2108
F	2593	S & I TO GO	15	5	33	Active	12/31/2015 23:59	22982	168   BRIGHTON  AV	ALLSTON	MA	2134
F	2594	SABATINO'S ITALIAN KITCHEN	10	2	26	Active	12/31/2015 23:59	24031	1443   Commonwealth AV	Brighton	MA	2135
F	2595	SAKURAABANA INC	22	4	59	Active	12/31/2015 23:59	18198	57   Broad ST	Boston	MA	2109
A	2596	SAL'S PIZZA	1	0	12	Inactive	12/31/2014 23:59	74839	132   Brookline AV	Boston	MA	2215
B	2597	SAL'S PIZZA	2	0	11	Inactive	12/31/2013 23:59	68536	714   Commonwealth AV	Boston	MA	2215
C	2598	SALSA'S MEXICAN GRILLED	2	2	20	Active	12/31/2014 23:59	20833	118   Dorchester ST	South Boston	MA	2127
F	2599	SALSAS MEXICAN GRILL	15	3	39	Active	12/31/2015 23:59	90395	417   Washington ST	Boston	MA	2108
D	2600	SAM & ANNE'S DELI	6	0	3	Inactive	12/31/2010 0:00	24396	115   Water ST	Boston	MA	2109
F	2601	SAME OLD PLACE INC.	11	5	71	Active	12/31/2015 23:59	26025	662   CENTRE	JAMAICA PLAIN	MA	2130
A	2602	SANCTUARY	0	0	3	Inactive	12/31/2011 23:59	22939	189    State ST	BOSTON	MA	2109
C	2603	SANDWICH EXPRESS	5	0	19	Active	12/31/2015 23:59	22089	99   Summer ST	Boston	MA	2110
B	2604	SBARRO RESTAURANT	2	1	17	Active	12/31/2015 23:59	78071	100   Terminal RD	East Boston	MA	2128
F	2605	SBARRO RESTAURANT	10	2	29	Active	12/31/2015 23:59	23608	200   LOGAN AIRPORT TRMNL B	EAST BOSTON	MA	2128
B	2606	SBARRO RESTAURANT (Trmnl C Food Court)	2	1	24	Active	12/31/2015 23:59	75110	300   Terminal RD	East Boston/	MA	2128
D	2607	SBARRO RESTAURANT TRMNL E	9	2	25	Active	12/31/2015 23:59	22274	500   LOGAN AIRPORT TRMNL E	EAST BOSTON	MA	2128
F	2608	SBARROS PIZZA	14	1	14	Inactive	12/31/2011 23:59	18466	417   Washington ST	Boston	MA	2108
C	2609	SCOLA'S CAFE	1	2	18	Inactive	12/31/2014 23:59	21880	88   BLACK FALCON AVENUE	SOUTH BOSTON	MA	2127
D	2610	SCOLLAY SQUARE	8	2	59	Active	12/31/2015 23:59	23009	21   Beacon ST	Boston	MA	2108
B	2611	SEA TO YOU @ B.U. FOOD COURT	2	0	5	Inactive	12/31/2013 23:59	23292	775   COMMONWEALTH  AV	BOSTON	MA	2215
B	2612	SEAPOINT RESTAURANT	1	1	8	Active	12/31/2015 23:59	20484	367   EAST EIGHTH	SOUTH BOSTON	MA	2127
A	2613	SEAPORT ELITE I I	0	0	6	Active	12/31/2015 23:59	23063	200   SEAPORT LA	BOSTON	MA	2210
A	2614	SEBASTIANS @ BAIN CAPITAL	0	0	2	Inactive	12/31/2009 23:59	24394	111   HUNTINGTON  AV	BOSTON	MA	2199
C	2615	SEL DE LA TERRE	5	1	11	Inactive	12/31/2012 23:59	21378	255   State ST	Boston	MA	2109
B	2616	SHALOH HOUSE	4	1	11	Active	12/31/2015 23:59	20366	29   CHESTNUT HILL  AV	BRIGHTON	MA	2135
F	2617	SHANGHAI GATEWAY RESTAURANT	28	10	68	Active	12/31/2015 23:59	23517	204   Harvard AV	Allston	MA	2134
D	2618	SHANGRI-LA REST. & PASTRY	2	4	15	Inactive	12/31/2010 0:00	19419	138   Cambridge ST	Boston	MA	2114
A	2619	SHEA'S TAVERN	0	0	4	Active	12/31/2015 23:59	20657	222 W Broadway	South Boston	MA	2127
F	2620	SHENANAGANS BAR	13	2	39	Active	12/31/2015 23:59	20334	332 W BROADWAY	SOUTH BOSTON	MA	2127
A	2621	SHERATON BOSTON (APROPOS/R.S./CAFE)	0	0	13	Active	12/31/2014 23:59	127712	39   Dalton ST	Boston	MA	2116
A	2622	SHERATON BOSTON (SIDE BAR)	0	0	11	Active	12/31/2014 23:59	127709	39   Dalton ST	Boston	MA	2116
B	2623	SHERATON BOSTON (STARBUCKS)	2	0	5	Active	12/31/2014 23:59	127710	39   Dalton ST	Boston	MA	2116
F	2624	SHERATON BOSTON HOTEL	12	12	64	Inactive	12/31/2014 23:59	18166	39   Dalton ST	Boston	MA	2116
D	2625	SHRINERS' HOSP. FOR CHILDREN	6	0	9	Active	12/31/2015 23:59	20822	51   Blossom ST	Boston	MA	2114
A	2626	SIBLING RIVALRY	1	0	3	Inactive	12/31/2013 23:59	23389	525   TREMONT	BOSTON	MA	2116
D	2627	SIDE STREET CAFE	9	1	51	Active	12/31/2014 23:59	24132	79   Meridian ST	East Boston	MA	2128
F	2628	SIDEBAR FOODS AND SPIRITS	14	7	26	Active	12/31/2014 23:59	21674	14   BROMFIELD	BOSTON	MA	2108
C	2629	SIDEWALK CAFE	1	3	14	Active	12/31/2015 23:59	22835	764 E Fourth ST	South Boston	MA	2127
B	2630	SILVERTONE BAR & GRILL	3	1	13	Active	12/31/2014 23:59	20502	69   Bromfield ST	Boston	MA	2108
C	2631	SIMCO'S INC.	5	1	12	Active	12/31/2015 23:59	21265	679   Canterbury ST	Roslindale	MA	2131
B	2632	SIMCO'S RESTAURANT	3	0	11	Active	12/31/2015 23:59	19450	1509   Blue Hill AV	Mattapan	MA	2126
A	2633	SIMMONS COLLEGE-QUADSINE	0	0	7	Inactive	12/31/2014 23:59	23369	40   PILGRIM RD	BOSTON	MA	2115
F	2634	SIMMONS COLLEGE-THE FENS	28	1	37	Active	12/31/2014 23:59	20588	300   Fenway	Boston	MA	2115
D	2635	SINGH'S ROTI SHOP	4	4	39	Active	12/31/2015 23:59	22734	692   Columbia RD	Dorchester	MA	2125
F	2636	SIP	13	3	21	Active	12/31/2014 23:59	32700	0   Post Office SQ	Boston	MA	2109
D	2637	SISSY K'S	8	3	67	Active	12/31/2014 23:59	19685	6   COMMERCIAL	BOSTON	MA	2109
D	2638	SKIP JACK'S SEAFOOD EMPORIUM	7	5	54	Active	12/31/2014 23:59	19061	199   Clarendon ST	Boston	MA	2116
F	2639	SLICE O'PIE	14	0	42	Inactive	12/31/2012 23:59	74833	378   Centre ST	Jamaica Plain	MA	2130
A	2640	SMITH & WOLLENSKY OF BOSTON	0	0	22	Active	12/31/2015 23:59	23333	101   Arlington ST	Boston	MA	2116
A	2641	SNS BIRYANI PARK	0	0	2	Inactive	12/31/2014 23:59	95265	1   Citywide ST	Boston	MA	2128
B	2642	SNS Biryani Park Malden	2	0	1	Inactive	12/31/2014 23:59	86597	1   Citywide ST	Boston	MA	2128
A	2643	SODEXO @ CABOT CORP.	0	0	2	Active	12/31/2015 23:59	26008	2   Seaport LA	Boston	MA	2210
A	2644	SODEXO @ FOLEY  HOAG & ELIOT	1	0	4	Active	12/31/2015 23:59	26123	155   SEAPORT LA	BOSTON	MA	2110
F	2645	SODEXO @ SOVEREIGN BANK	10	3	22	Inactive	12/31/2012 23:59	26128	2   WM T MORRISSEY BL	DORCHESTER	MA	2125
B	2646	SODEXO @ UMASS JAZZMAN	3	0	1	Active	12/31/2014 23:59	23646	100   WM T MORRISSEY  BL	DORCHESTER	MA	2125
C	2647	SODEXO @STATE ST. FINANCIAL-EX. DINING	1	3	10	Active	12/31/2015 23:59	25019	1   LINCOLN ST	BOSTON	MA	2210
A	2648	SODEXO U MASS BOSTON EXPRESS	0	0	5	Active	12/31/2015 23:59	26018	100   WM T MORRISSEY BL	DORCHESTER	MA	2125
B	2649	SODEXO U MASS FACULTY CLUB	2	0	3	Active	12/31/2014 23:59	26017	100   WM T MORRISSEY BL	DORCHESTER	MA	2125
D	2650	SODEXO U MASS FOOD COURT	9	3	38	Active	12/31/2014 23:59	25023	100   WM T MORRISSEY BL	DORCHESTER	MA	2125
A	2651	SODEXO UMASS-ATRIUM	0	0	8	Active	12/31/2014 23:59	23073	100  William T Morrissey Bl	Dorchester	MA	2125
D	2652	SODEXO Wheelock College Dining Room 2nd Fl.	6	3	56	Active	12/31/2014 23:59	28929	200   Riverway	Boston	MA	2215
B	2653	SODEXO Wheelock College Longfellow Cafe 1st Fl.	3	0	12	Active	12/31/2014 23:59	31882	150   Riverway	Boston	Ma	2215
B	2654	SODEXO@EMERSON'S CAFE(1st Fl.)	0	1	2	Active	12/31/2015 23:59	94125	80   Boylston ST	Boston	MA	2116
B	2655	SONNY NOTO'S RESTAURANT	3	0	20	Active	12/31/2014 23:59	19439	22   WM C KELLY SQ	EAST BOSTON	MA	2128
D	2656	SONSIE	9	4	32	Active	12/31/2015 23:59	19856	327   Newbury ST	Boston	MA	2115
D	2657	SOPHIA'S GROTTO	1	5	39	Active	12/31/2014 23:59	23676	18   Corinth ST	Roslindale	MA	2131
F	2658	SORELLE CITY SQUARE	12	2	37	Active	12/31/2014 23:59	22695	1   CHELSEA	CHARLESTOWN	MA	2129
B	2659	SORELLINA RESTAURANT	1	1	11	Active	12/31/2015 23:59	24296	1  Huntington Av	Boston	MA	2116
C	2660	SORRISO TRATTORIA  INC.	0	2	18	Inactive	12/31/2014 23:59	23452	107   South ST	Boston	MA	2111
D	2661	SOUPER SALAD	6	5	37	Active	12/31/2015 23:59	19716	209   Berkeley ST	Boston	MA	2116
B	2662	SOUPER SALAD	3	0	24	Inactive	12/31/2011 23:59	19876	3   CENTER PLAZA	BOSTON	MA	2109
F	2663	SOUPER SALAD	15	5	59	Active	12/31/2015 23:59	20219	364   Brookline AV	Boston	MA	2215
B	2664	SOUPER SALAD	3	0	5	Inactive	12/31/2011 23:59	19808	75   Federal ST	Boston	MA	2110
F	2665	SOUTH BOSTON CHINESE	16	5	42	Active	12/31/2015 23:59	18231	429 W BROADWAY	SOUTH BOSTON	MA	2127
B	2666	SOUTH BOSTON YACHT CLUB	3	0	6	Active	12/31/2014 23:59	21203	1849   Columbia RD	South Boston	MA	2127
D	2667	SOUTH END HOUSE OF PIZZA	7	10	48	Active	12/31/2014 23:59	19915	768   TREMONT	BOSTON	MA	2118
D	2668	SOUTH OCEAN RESTAURANT	9	3	32	Inactive	12/31/2014 23:59	19138	720 E Broadway	South Boston	MA	2127
A	2669	SOUTHERN BAPTIST CHURCH	1	0	6	Active	12/31/2014 23:59	23868	29  Winthrop St	Roxbury	MA	2119
F	2670	SPANGLER STUDENT CENTER	10	3	11	Active	12/31/2015 23:59	21676	1   SOLDIERS FIELD RD	BOSTON	MA	2163
D	2671	SPAULDING REHAB HOSPITAL	7	0	6	Inactive	12/31/2013 23:59	18826	125   Nashua ST	Boston	MA	2114
D	2672	SPEEDY CHEN'S CHINESE RESTAURANT	8	7	60	Active	12/31/2015 23:59	68483	289   Main ST	Charlestown	MA	2129
D	2673	SPIKE'S JUNKYARD DOGS	7	7	55	Inactive	12/31/2014 23:59	24407	1076   Boylston ST	Boston	MA	2115
A	2674	SPIKE'S JUNKYARD DOGS	1	0	9	Active	12/31/2014 23:59	22315	108   Brighton AV	Allston	MA	2134
C	2675	SPINALE'S SUB SHOP	3	2	24	Inactive	12/31/2012 23:59	19788	154   Dudley ST	Roxbury	MA	2119
A	2676	SPORTS CONNECTION BAR & GRILL	0	0	1	Active	12/31/2014 23:59	21263	560   Dorchester AV	South Boston	MA	2127
F	2677	SPORTS GRILLE BOSTON	16	12	122	Active	12/31/2015 23:59	21828	132   Canal ST	Boston	MA	2114
F	2678	SPRING ST. CAFE	22	15	101	Active	12/31/2015 23:59	22791	314   Spring ST	West Roxbury	MA	2132
F	2679	SPUKIES PIZZA RESTAURANT	12	5	38	Active	12/31/2014 23:59	20673	1159   Washington ST	Mattapan	MA	2126
C	2680	SQUEALING PIG	1	2	48	Active	12/31/2014 23:59	20872	134   Smith ST	Roxbury	MA	2120
D	2681	STADIUM	1	4	24	Active	12/31/2014 23:59	22972	232   OLD COLONY  AV	SOUTH BOSTON	MA	2127
F	2682	STALEX RESTAURANT	14	8	75	Active	12/31/2014 23:59	22992	140   Norfolk ST	Dorchester	MA	2124
B	2683	STANDISH VILLAGE	1	1	11	Active	12/31/2014 23:59	19962	1190   Adams ST	Dorchester	MA	2124
A	2684	STARBUCKS COFFEE	0	0	3	Active	12/31/2015 23:59	26060	1   Federal ST	Boston	MA	2110
A	2685	STARBUCKS COFFEE CO.	0	0	17	Active	12/31/2015 23:59	26056	222   Cambridge ST	Boston	MA	2114
C	2686	STARBUCKS COFFEE INC.	2	2	22	Active	12/31/2015 23:59	26068	627   Tremont ST	Roxbury	MA	2118
F	2687	STARBUCKS COFFEE KIOSK	12	1	17	Active	12/31/2014 23:59	22685	296   State ST	Boston	MA	2109
B	2688	STARBUCKS COFFEE No.  7201	3	0	5	Active	12/31/2015 23:59	26632	211   Congress ST	Boston	Ma	2210
A	2689	STARBUCKS COFFEE No.  7823	0	0	1	Active	12/31/2015 23:59	26054	470   Washington ST	Brighton	MA	2135
F	2690	STARBUCKS COFFEE No.  862	11	4	33	Active	12/31/2015 23:59	26062	1   FANEUIL HALL MKT PL PL	BOSTON	MA	2109
D	2691	STARBUCKS COFFEE No.  864	1	4	12	Active	12/31/2015 23:59	26058	97   Charles ST	Boston	MA	2114
C	2692	STARBUCKS COFFEE No.  870	0	2	15	Active	12/31/2015 23:59	26064	165   Newbury ST	Boston	MA	2116
A	2693	STASH'S PIZZA	0	0	17	Active	12/31/2014 23:59	20986	612   Blue Hill AV	Dorchester	MA	2121
D	2694	STATE ST/FINANCIAL CENTER(CAFETERIA)	7	2	29	Active	12/31/2014 23:59	26040	1   Lincoln ST	Boston	MA	2111
D	2695	STEFANO'S PIZZA	6	4	22	Active	12/31/2014 23:59	80291	863   Washington ST	Dorchester	MA	2124
F	2696	STELLA	11	6	111	Active	12/31/2015 23:59	23799	1525   Washington ST	Roxbury	MA	2118
A	2697	STEPHANIE'S	0	0	1	Active	12/31/2015 23:59	123048	200   Terminal RD	East Boston	MA	2128
F	2698	STEPHANIE'S ON NEWBURY	14	3	39	Active	12/31/2014 23:59	19980	190   Newbury ST	Boston	MA	2116
A	2699	STEVE'S KITCHEN	0	0	4	Active	12/31/2015 23:59	18641	116   HARVARD  AV	ALLSTON	MA	2134
D	2700	STEVE'S RESTAURANT	6	2	15	Inactive	12/31/2014 23:59	18775	316   Newbury ST	Boston	MA	2115
D	2701	STREGA	8	7	39	Active	12/31/2015 23:59	23804	379   Hanover ST	Boston	MA	2113
A	2702	SUBWAY	0	0	4	Inactive	12/31/2010 23:59	22924	1315  Boylston St	Boston	MA	2215
A	2703	SUBWAY/QUALITY MART	0	0	6	Inactive	12/31/2011 23:59	20697	493   BEACON	BOSTON	MA	2115
A	2704	SUFFOLK DOWNS-PADDUCK	0	0	11	Active	12/31/2014 23:59	19373	111   WALDEMAR  AV	EAST BOSTON	MA	2128
C	2705	SUFFOLK DOWNS-STANDS	0	2	25	Active	12/31/2014 23:59	19371	111   WALDEMAR  AV	EAST BOSTON	MA	2128
B	2706	SUFFOLK DOWNS-TERRACE	0	1	19	Active	12/31/2014 23:59	19370	111   WALDEMAR  AV	EAST BOSTON	MA	2128
B	2707	SUFFOLK UNIV. SOMERSET CAFE	4	1	40	Active	12/31/2014 23:59	22771	10   SOMERSET	BOSTON	MA	2108
B	2708	SUFFOLK UNIVERSITY CAFE	2	0	11	Active	12/31/2014 23:59	26052	8   Ashburton PL	Boston	MA	2108
B	2709	SUGAR BOWL	2	0	1	Active	12/31/2014 23:59	23382	857   Dorchester AV	Dorchester	MA	2125
F	2710	SUISHAYA RESTAURANT	19	6	68	Active	12/31/2014 23:59	20584	2   Tyler ST	Boston	MA	2111
A	2711	SULLY'S PUB	0	0	6	Active	12/31/2014 23:59	18892	85   Main ST	Charlestown	MA	2129
D	2712	SULTAN'S KITCHEN	7	1	26	Active	12/31/2014 23:59	22884	112   State ST	Boston	MA	2109
C	2713	SUN PIZZA	3	2	28	Active	12/31/2014 23:59	19822	46   Washington ST	Dorchester	MA	2121
F	2714	SUN PIZZA.	10	1	59	Active	12/31/2014 23:59	20340	870   BLUE HILL  AV	DORCHESTER	MA	2124
B	2715	SUN-AH'S CAFE	3	1	17	Active	12/31/2015 23:59	68680	501   Washington ST	Dorchester	MA	2124
F	2716	SUNRISE RESTAURANT	10	8	52	Active	12/31/2015 23:59	21780	1033   TREMONT	BOSTON	MA	2118
A	2717	SUPER FRY	1	0	3	Active		138816	1041   Tremont ST	Mission Hill	MA	2120
D	2718	SUPREME PIZZA & SUB SHOP	8	6	31	Inactive	12/31/2013 23:59	18764	177   MASSACHUSETTS  AV	BOSTON	MA	2115
C	2719	SUSAN BAILIS ASSISTED LIVING	4	2	17	Active	12/31/2014 23:59	22578	352   Massachusetts AV	Boston	MA	2115
F	2720	SUSAN'S DELI OF COURSE	15	0	18	Inactive	12/31/2013 23:59	20887	42   Batterymarch ST	Boston	MA	2110
C	2721	SUSAN'S DELI OF COURSE	5	1	13	Active	12/31/2014 23:59	20533	695   ATLANTIC  AV	BOSTON	MA	2111
F	2722	SUSHI TIME	14	1	12	Active	12/31/2014 23:59	21959	417   Washington ST	Boston	MA	2108
F	2723	SYMPHONY SUSHI	11	11	60	Active	12/31/2014 23:59	22841	45   Gainsborough ST	Boston	MA	2115
C	2724	Sa Pa	5	0	37	Active	12/31/2015 23:59	81199	43  Kingston St	Boston	MA	2111
D	2725	Sabor Dominicano Restaurant/Cafeteria	7	0	11	Inactive	12/31/2009 23:59	33754	112   STOUGHTON ST	DORCHESTER	MA	2118
A	2726	Sabor do Brasil	0	0	1	Active	12/31/2014 23:59	123326	174  Brighton Av	Allston	MA	2134
F	2727	Saigon Restaurant	21	2	90	Active	12/31/2015 23:59	78493	305   Meridian ST	East Boston	MA	2128
F	2728	Saigon Seafood Restaurant	20	11	75	Active	12/31/2014 23:59	30754	270   Adams ST	Dorchester	Ma	2122
A	2729	Saint John's Seminary Bishop Peterson Hall	0	0	3	Active	12/31/2015 23:59	28780	127   Lake ST	Brighton	Ma	2135
F	2730	Saints Diner	22	8	105	Active	12/31/2014 23:59	19486	572   Washington ST	Dorchester	MA	2124
C	2731	Sakura Japan	3	2	10	Active	12/31/2015 23:59	75542	350   Longwood AV	Boston	MA	2215
B	2732	Sal's Pizza/Bakery	3	0	14	Active	12/31/2014 23:59	67640	150   Tremont ST	Boston	MA	2111
B	2733	Salamanders Coffee Place	2	0	3	Active	12/31/2014 23:59	83843	154   Maverick ST	East Boston	MA	2128
F	2734	Sals Lunch	12	4	70	Active	12/31/2014 23:59	18606	31   Thacher ST	Boston	MA	2113
B	2735	Salty Pig	2	0	9	Active	12/31/2015 23:59	75013	130   Dartmouth ST	Boston	MA	2116
D	2736	Salvatore's	6	1	32	Active	12/31/2015 23:59	26480	225   Northern AV	Boston	Ma	2201
B	2737	Salvatore's	2	0	4	Active	12/31/2015 23:59	74728	543   Washington ST	Boston	MA	2111
F	2738	Sami's Wrap'N'Roll	10	2	21	Inactive	12/31/2011 23:59	32258	650   Centre ST	Jamaica Plain	MA	2130
C	2739	Sams	3	2	11	Active	12/31/2015 23:59	67430	28   Northern AV	Boston	MA	2210
C	2740	Samuel Adams Toasts Boston(Gates B4-21)	4	2	19	Active	12/31/2015 23:59	25139	200   LOGAN AIRPORT TRMNL B	EAST BOSTON	MA	2128
D	2741	Samurai Boston	7	2	30	Active	12/31/2015 23:59	27332	827   Boylston ST	Boston	MA	2116
B	2742	Samurai Express	3	0	7	Active	12/31/2015 23:59	76937	31   Saint James AV	Boston	MA	2116
F	2743	Samurai Kuang Eatery	30	7	71	Active	12/31/2015 23:59	26464	58   Franklin ST	Boston	MA	2110
D	2744	San Carlos Restaurant	7	1	31	Inactive	12/31/2013 23:59	77475	14   Hancock ST	Dorchester	MA	2125
D	2745	San Ga	8	0	20	Inactive	12/31/2013 23:59	78236	379   Blue Hill AV	Dorchester	MA	2121
A	2746	Sandela's Flatbread Cafe by Sodexo	1	0	1	Active	12/31/2015 23:59	77692	450   Brookline AV	Boston	MA	2215
B	2747	Sandella's Flatbread Cafe	4	0	1	Inactive	12/31/2013 23:59	84977	2   Oliver ST	Boston	MA	2109
B	2748	Sandella's Flatbread Cafe	4	0	11	Active	12/31/2015 23:59	86561	8   Park PZ	Boston	MA	2116
D	2749	Santarpio's Cafe Inc.	0	4	25	Active	12/31/2015 23:59	18313	111   Chelsea ST	EAST BOSTON	MA	2128
D	2750	Santo Domingo  Restaurant	8	4	45	Active	12/31/2014 23:59	32114	179   Washington ST	Dorchester	MA	2121
B	2751	Sapient Corp. Aramark Coffee Bar	3	0	3	Active	12/31/2015 23:59	90488	131  Dartmouth St	Boston	MA	2116
C	2752	Sapori Di Napoli	2	2	7	Inactive	12/31/2012 23:59	32237	115   Salem ST	Boston	MA	2113
B	2753	Sarah Care	2	0	16	Active	12/31/2015 23:59	27551	1225   Dorchester AV	Dorchester	MA	2125
D	2754	Saray Restaurant	9	1	28	Active	12/31/2015 23:59	28543	1104    Commonwealth AV	ALLSTON	MA	2134
C	2755	Sarku Japan	5	1	9	Active	12/31/2015 23:59	19332	417   Washington ST	Boston	MA	2108
F	2756	Sarku Japan	23	3	38	Active	12/31/2015 23:59	25541	800   BOYLSTON ST	BOSTON	MA	2199
B	2757	Sate Grill	3	0	8	Active	12/31/2014 23:59	125525	500   RUTHERFORD AV	Charlestown	MA	2129
D	2758	Sate Grill	7	0	2	Active	12/31/2015 23:59	85009	89   South ST	Boston	MA	2111
D	2759	Saturday Afternoon	4	5	31	Active	12/31/2015 23:59	18133	1256   Boylston ST	Boston	MA	2215
B	2760	Saus Boston	4	0	36	Active	12/31/2014 23:59	68342	31   Union ST	Boston	MA	2108
D	2761	Savin Bar And Kitchen	9	4	28	Active	12/31/2015 23:59	73924	112   Savin Hill AV	Dorchester	MA	2125
B	2762	Savin Hill Yacht Club	0	1	2	Inactive	12/31/2012 23:59	33409	400    William T Morrissey BL	DORCHESTER	MA	2125
C	2763	Savin Scoops	0	2	15	Active	12/31/2015 23:59	68752	107   Savin Hill AV	Dorchester	MA	2125
A	2764	Savory Food Truck No.  3 (P-33-235)	0	0	1	Active	12/31/2015 23:59	77583	0   Blossom ST	Boston	MA	2114
F	2765	Savory Food TruckNo. 2	12	4	14	Active	12/31/2015 23:59	73694	1   Citywide ST	Boston	MA	2128
D	2766	Savory Truck	6	0	12	Active	12/31/2015 23:59	67837	221   Longwood AV	Boston	MA	2115
C	2767	Savvor Restaurant & Lounge	2	2	28	Active	12/31/2015 23:59	125501	174   Lincoln ST	Boston	MA	2111
D	2768	Sbarro the Italian Eatery No. 829	3	4	29	Inactive	12/31/2011 23:59	20666	350   Longwood AV	Boston	MA	2215
F	2769	Scali Deli Cafe	17	2	38	Active	12/31/2015 23:59	25982	147   Pearl ST	Boston	MA	2110
D	2770	Scampo	8	2	53	Active	12/31/2015 23:59	28926	215   Charles ST	Boston	MA	2114
F	2771	Scholars Restaurant	17	3	35	Active	12/31/2015 23:59	75200	23   School ST	Boston	MA	2108
D	2772	Schraffts Center Cafe	7	1	37	Active	12/31/2015 23:59	28724	529   Main ST	Charlestown	MA	2129
B	2773	Scissors & Pie	4	0	4	Active	12/31/2014 23:59	112423	225   Newbury ST	Boston	MA	2116
D	2774	Scoozi	8	2	13	Inactive	12/31/2012 23:59	21529	237   Newbury ST	Boston	MA	2116
D	2775	Scoozi	6	1	8	Active	12/31/2015 23:59	67670	580  Commonwealth Av	Boston	MA	2215
B	2776	Scoozi (237 Newbury St.)	0	1	6	Active	12/31/2015 23:59	83782	237   Newbury ST	Boston	MA	2116
A	2777	Scup's In the Harbor	0	0	3	Inactive	12/31/2011 23:59	30353	256   Marginal ST	East Boston	MA	2128
C	2778	Sea Breeze Grill	4	2	14	Active	12/31/2015 23:59	124753	1782  Dorchester Av	Dorchester	MA	2124
A	2779	Sea Breeze Mexican Grill	0	0	1	Inactive	12/31/2013 23:59	74210	1776   Dorchester AV	Dorchester	MA	2124
F	2780	Sea To You Sushi (T.D.Garden Banner's Kitchen)	13	0	9	Inactive	12/31/2013 23:59	81267	1   Legends WY	Boston/West End	MA	2114
B	2781	Sea To You Sushi @Children's Hospital	2	0	0	Inactive	12/31/2011 23:59	26848	300   LONGWOOD  AV	BOSTON	MA	2115
B	2782	Seafood El Buchu	2	0	17	Active	12/31/2015 23:59	117024	14   Hancock ST	Dorchester	MA	2125
